work_key,doi,openalex_id,title,year,work_type,corpus_class,corpus_source,inclusion_pathway,in_ground_truth_registry,in_seed_dataset_registry,discovery_channel,discovery_source,confidence_tier,campaign_labels_auto,campaign_labels_final,manual_campaign_review,source_link,pdf_url,cited_by_count,openalex_type,manual_thesis_flag
doi:10.1515/phys-2023-0154,10.1515/phys-2023-0154,https://openalex.org/W4390595007,Application of low-altitude wind shear recognition algorithm and laser wind radar in aviation meteorological services,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:TORUS+Doppler lidar,high,TORUS,Multi/None,yes,https://www.degruyter.com/document/doi/10.1515/phys-2023-0154/pdf,,5,article,
doi:10.5194/amt-16-433-2023,10.5194/amt-16-433-2023,https://openalex.org/W4318049486,Atmospheric boundary layer height from ground-based remote sensing: a review of capabilities and limitations,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://doi.org/10.5194/amt-16-433-2023,https://amt.copernicus.org/articles/16/433/2023/amt-16-433-2023.pdf,123,review,
doi:10.5194/acp-23-3453-2023,10.5194/acp-23-3453-2023,https://openalex.org/W4327952016,Boundary layer moisture variability at the Atmospheric Radiation Measurement (ARM) Eastern North Atlantic observatory during marine conditions,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,high,Multi/None,Multi/None,yes,https://acp.copernicus.org/articles/23/3453/2023/acp-23-3453-2023.pdf,,4,article,
doi:10.1029/2023jd038918,10.1029/2023jd038918,https://openalex.org/W4387106851,Classification of Turbulent Mixing Driven Sources in Marine Atmospheric Boundary Layer With Use of Shipborne Coherent Doppler Lidar Observations,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.1029/2023jd038918,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023jd038918,11,article,
doi:10.22541/essoar.167397432.26750100/v1,10.22541/essoar.167397432.26750100/v1,https://openalex.org/W4317034865,Co-located wind and temperature observations at mid-latitudes during mesospheric inversion layer events,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,Multi/None,yes,https://essopenarchive.org/doi/pdf/10.22541/essoar.167397432.26750100,,0,preprint,
doi:10.3390/rs15143655,10.3390/rs15143655,https://openalex.org/W4385226482,Comparison of Spring Wind Gusts in the Eastern Part of the Tibetan Plateau and along the Coast: The Role of Turbulence,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://www.mdpi.com/2072-4292/15/14/3655/pdf?version=1689953468,,1,article,
doi:10.1175/waf-d-22-0227.1,10.1175/waf-d-22-0227.1,https://openalex.org/W4387528408,Composite Mesoscale Environmental Conditions Influencing Tornado Frequencies in Landfalling Tropical Cyclones,2023,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,high,Multi/None,Multi/None,yes,https://doi.org/10.1175/waf-d-22-0227.1,https://journals.ametsoc.org/downloadpdf/view/journals/wefo/38/12/WAF-D-22-0227.1.pdf,3,article,
doi:10.1029/2022gl102683,10.1029/2022gl102683,https://openalex.org/W4368376378,Co‐Located Wind and Temperature Observations at Mid‐Latitudes During Mesospheric Inversion Layer Events,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2022GL102683,,4,article,
doi:10.1049/rpg2.12903,10.1049/rpg2.12903,https://openalex.org/W4390397647,DC protection coordination for multi‐terminal HB‐MMC‐based HVDC grids,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+remote profiler,medium,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/rpg2.12903,,6,article,
doi:10.5194/wes-8-677-2023,10.5194/wes-8-677-2023,https://openalex.org/W4380417478,Dependence of turbulence estimations on nacelle lidar scanning strategies,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,high,Multi/None,Multi/None,yes,https://wes.copernicus.org/articles/8/677/2023/wes-8-677-2023.pdf,,5,article,
doi:10.5194/acp-23-4045-2023,10.5194/acp-23-4045-2023,https://openalex.org/W4362637197,Dependency of vertical velocity variance on meteorological conditions in the convective boundary layer,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,no,https://acp.copernicus.org/articles/23/4045/2023/acp-23-4045-2023.pdf,,8,article,
doi:10.5194/amt-16-4115-2023,10.5194/amt-16-4115-2023,https://openalex.org/W4386690331,Detection and analysis of Lhù'ààn Mân' (Kluane Lake) dust plumes using passive and active ground-based remote sensing supported by physical surface measurements,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://amt.copernicus.org/articles/16/4115/2023/amt-16-4115-2023.pdf,,2,article,
doi:10.1175/waf-d-23-0010.1,10.1175/waf-d-23-0010.1,https://openalex.org/W4385343147,Diagnosing Factors Leading to an Incorrect Supercell Thunderstorm Forecast,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://doi.org/10.1175/waf-d-23-0010.1,https://journals.ametsoc.org/downloadpdf/view/journals/wefo/38/10/WAF-D-23-0010.1.pdf,2,article,
doi:10.1175/jamc-d-22-0128.1,10.1175/jamc-d-22-0128.1,https://openalex.org/W4377013641,Doppler Lidar Measurements of Wind Variability and LLJ Properties in Central Oklahoma during the August 2017 Land–Atmosphere Feedback Experiment,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,LAFE; PECAN,LAFE,yes,https://journals.ametsoc.org/downloadpdf/journals/apme/62/8/JAMC-D-22-0128.1.pdf,,5,article,
doi:10.1038/s41598-023-30346-z,10.1038/s41598-023-30346-z,https://openalex.org/W4323923721,Dust flow analysis by low coherence Doppler lidar,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://www.nature.com/articles/s41598-023-30346-z.pdf,,7,article,
doi:10.1364/ao.504567,10.1364/ao.504567,https://openalex.org/W4387781284,Energy-scaling of a diode-pumped Alexandrite laser and prototype development for a compact general-purpose Doppler lidar,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.1364/ao.504567,,14,article,
doi:10.1063/5.0172559,10.1063/5.0172559,https://openalex.org/W4389600060,Ensemble flow reconstruction in the atmospheric boundary layer from spatially limited measurements through latent diffusion models,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://pubs.aip.org/aip/pof/article-pdf/doi/10.1063/5.0172559/18253603/126604_1_5.0172559.pdf,,20,article,
doi:10.3390/atmos14091382,10.3390/atmos14091382,https://openalex.org/W4386371891,Evaluation of an Automatic Meteorological Drone Based on a 6-Month Measurement Campaign,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://www.mdpi.com/2073-4433/14/9/1382/pdf?version=1693498232,,19,article,
doi:10.20944/preprints202307.2043.v1,10.20944/preprints202307.2043.v1,https://openalex.org/W4385460432,Evaluation of an Automatic Meteorological Drone Based on a 6-Months Measurement Campaign,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://www.preprints.org/manuscript/202307.2043/v1/download,,7,preprint,
doi:10.3390/atmos14060972,10.3390/atmos14060972,https://openalex.org/W4379231452,"Examining the Effectiveness of Doppler Lidar-Based Observation Nudging in WRF Simulation for Wind Field: A Case Study over Osaka, Japan",2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://www.mdpi.com/2073-4433/14/6/972/pdf?version=1685686108,,2,article,
doi:10.3390/en16166003,10.3390/en16166003,https://openalex.org/W4385877493,Experimental Study on the Influence of Incoming Flow on Wind Turbine Power and Wake Based on Wavelet Analysis,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,medium,Multi/None,Multi/None,yes,https://www.mdpi.com/1996-1073/16/16/6003/pdf?version=1692186272,,4,article,
doi:10.3390/atmos15010020,10.3390/atmos15010020,https://openalex.org/W4390174783,Explainable Boosting Machine: A Contemporary Glass-Box Strategy for the Assessment of Wind Shear Severity in the Runway Vicinity Based on the Doppler Light Detection and Ranging Data,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,medium,Multi/None,Multi/None,yes,https://www.mdpi.com/2073-4433/15/1/20/pdf?version=1703399289,,5,article,
doi:10.5194/amt-16-4215-2023,10.5194/amt-16-4215-2023,https://openalex.org/W4386907760,Extended validation of Aeolus winds with wind-profiling radars in Antarctica and Arctic Sweden,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://amt.copernicus.org/articles/16/4215/2023/amt-16-4215-2023.pdf,,4,article,
doi:10.1175/bams-d-21-0330.1,10.1175/bams-d-21-0330.1,https://openalex.org/W4386492749,FESSTVaL: The Field Experiment on Submesoscale Spatio-Temporal Variability in Lindenberg,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/journals/bams/aop/BAMS-D-21-0330.1/BAMS-D-21-0330.1.pdf,,23,article,
doi:10.1175/mwr-d-22-0051.1,10.1175/mwr-d-22-0051.1,https://openalex.org/W4323320138,Factors Affecting The Rapid Recovery Of Cape On 31 March 2016 During Vortex-Southeast,2023,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,high,VORTEX-SE,VORTEX-SE,no,https://journals.ametsoc.org/downloadpdf/journals/mwre/151/6/MWR-D-22-0051.1.pdf,,2,article,
doi:10.5194/wes-8-1893-2023,10.5194/wes-8-1893-2023,https://openalex.org/W4389979234,Feedforward pitch control for a 15 MW wind turbine using a spinner-mounted single-beam lidar,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,high,Multi/None,Multi/None,yes,https://wes.copernicus.org/articles/8/1893/2023/wes-8-1893-2023.pdf,,9,article,
doi:10.5194/amt-16-1017-2023,10.5194/amt-16-1017-2023,https://openalex.org/W4322626918,First assessment of Aeolus Standard Correct Algorithm particle backscatter coefficient retrievals in the eastern Mediterranean,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://amt.copernicus.org/articles/16/1017/2023/amt-16-1017-2023.pdf,,11,article,
doi:10.1007/s12665-023-11050-7,10.1007/s12665-023-11050-7,https://openalex.org/W4385952383,First implementation of a new cross-disciplinary observation strategy for heavy precipitation events from formation to flooding,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,Multi/None,yes,https://link.springer.com/content/pdf/10.1007/s12665-023-11050-7.pdf,,5,article,
doi:10.5194/egusphere-2023-1924,10.5194/egusphere-2023-1924,https://openalex.org/W4387073975,First measurements of 3-Dimensional winds up to 25 km based on Aerosol backscatter using a compact Doppler lidar with multiple fields of view,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.5194/egusphere-2023-1924,https://egusphere.copernicus.org/preprints/egusphere-2023-1924/egusphere-2023-1924.pdf,6,preprint,
doi:10.3390/en16093906,10.3390/en16093906,https://openalex.org/W4372341646,From Hydrometeor Size Distribution Measurements to Projections of Wind Turbine Blade Leading-Edge Erosion,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,medium,Multi/None,Multi/None,yes,https://www.mdpi.com/1996-1073/16/9/3906/pdf?version=1683283179,,22,article,
doi:10.1109/tiv.2023.3323648,10.1109/tiv.2023.3323648,https://openalex.org/W4387609197,GLIO: Tightly-Coupled GNSS/LiDAR/IMU Integration for Continuous and Drift-Free State Estimation of Intelligent Vehicles in Urban Areas,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.1109/tiv.2023.3323648,,49,article,
doi:10.1175/bams-d-23-0066.1,10.1175/bams-d-23-0066.1,https://openalex.org/W4388827044,Grand-Scale Atmospheric Imaging Apparatus (GAIA) and Wind Lidar Multiscale Measurements in the Atmospheric Surface Layer,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/view/journals/bams/105/1/BAMS-D-23-0066.1.pdf,,6,article,
doi:10.5194/amt-16-845-2023,10.5194/amt-16-845-2023,https://openalex.org/W4321094361,High-resolution 3D winds derived from a modified WISSDOM synthesis scheme using multiple Doppler lidars and observations,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://amt.copernicus.org/articles/16/845/2023/amt-16-845-2023.pdf,,12,article,
doi:10.1017/jfm.2022.1080,10.1017/jfm.2022.1080,https://openalex.org/W4317740049,Identification of the energy contributions associated with wall-attached eddies and very-large-scale motions in the near-neutral atmospheric surface layer through wind LiDAR measurements,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/49249CD6CBF13B64F15883EDDA8954DB/S0022112022010801a.pdf/div-class-title-identification-of-the-energy-contributions-associated-with-wall-attached-eddies-and-very-large-scale-motions-in-the-near-neutral-atmospheric-surface-layer-through-wind-lidar-measurements-div.pdf,,25,article,
doi:10.1029/2023jd038542,10.1029/2023jd038542,https://openalex.org/W4389200020,"Impact of Assimilating C‐Band Phased‐Array Radar Data With EnKF on the Forecast of Convection Initiation: A Case Study in Beijing, China",2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023JD038542,,4,article,
doi:10.1029/2023jd038497,10.1029/2023jd038497,https://openalex.org/W4380609331,Impact of Seasonal Snow‐Cover Change on the Observed and Simulated State of the Atmospheric Boundary Layer in a High‐Altitude Mountain Valley,2023,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,high,Multi/None,Multi/None,no,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023JD038497,,13,article,
doi:10.1002/qj.4541,10.1002/qj.4541,https://openalex.org/W4385238494,Impact of assimilating Aeolus observations in the global model ICON: A global statistical overview,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qj.4541,,20,article,
doi:10.1117/12.2680406,10.1117/12.2680406,https://openalex.org/W4387783030,Improvement of the system efficiency of low coherence Doppler lidar,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,http://dx.doi.org/10.1117/12.2680406,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12735/2680406/Improvement-of-the-system-efficiency-of-low-coherence-Doppler-lidar/10.1117/12.2680406.pdf,1,article,
doi:10.1111/risa.14215,10.1111/risa.14215,https://openalex.org/W4386695353,Interpretable ensemble imbalance learning strategies for the risk assessment of severe‐low‐level wind shear based on LiDAR and PIREPs,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PERiLS+Doppler lidar,high,PERiLS,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/risa.14215,,12,article,
doi:10.1175/mwr-d-22-0228.1,10.1175/mwr-d-22-0228.1,https://openalex.org/W4378837412,Investigating the Relationship between Polarimetric Radar Signatures of Hydrometeor Size Sorting and Tornadic Potential in Simulated Supercells,2023,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,yes,https://doi.org/10.1175/mwr-d-22-0228.1,https://journals.ametsoc.org/downloadpdf/view/journals/mwre/151/7/MWR-D-22-0228.1.pdf,4,article,
doi:10.5194/egusphere-egu23-16192,10.5194/egusphere-egu23-16192,https://openalex.org/W4322212652,Investigation of Boundary Layer Aerosol Processes with Turbulence-Resolving Lidar,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAFE+Doppler lidar,high,LAFE,LAFE,no,http://dx.doi.org/10.5194/egusphere-egu23-16192,,0,preprint,
doi:10.1175/jamc-d-22-0206.1,10.1175/jamc-d-22-0206.1,https://openalex.org/W4390122101,Investigation of Hydrostatic Imbalance with Field Observations,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/view/journals/apme/63/1/JAMC-D-22-0206.1.pdf,,3,article,
doi:10.5194/wcd-4-249-2023,10.5194/wcd-4-249-2023,https://openalex.org/W4361213888,Investigation of links between dynamical scenarios and particularly high impact of Aeolus on numerical weather prediction (NWP) forecasts,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://wcd.copernicus.org/articles/4/249/2023/wcd-4-249-2023.pdf,,22,article,
doi:10.1029/2023jd038809,10.1029/2023jd038809,https://openalex.org/W4384154409,Isolating and Investigating Updrafts Induced by Wildland Fires Using an Airborne Doppler Lidar During FIREX‐AQ,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023JD038809,,12,article,
doi:10.5194/acp-23-7033-2023,10.5194/acp-23-7033-2023,https://openalex.org/W4382139882,Large-eddy simulation of a two-layer boundary-layer cloud system from the Arctic Ocean 2018 expedition,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://acp.copernicus.org/articles/23/7033/2023/acp-23-7033-2023.pdf,,4,article,
doi:10.1016/j.jweia.2023.105491,10.1016/j.jweia.2023.105491,https://openalex.org/W4383337286,Lidar measurements of wake around a bridge deck,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.1016/j.jweia.2023.105491,,11,article,
doi:10.3389/fenvs.2022.1082623,10.3389/fenvs.2022.1082623,https://openalex.org/W4313584937,Low-level jets and their implications on air pollution: A review,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://www.frontiersin.org/articles/10.3389/fenvs.2022.1082623/pdf,,20,review,
doi:10.1109/jmw.2023.3283395,10.1109/jmw.2023.3283395,https://openalex.org/W4382468179,Making Waves: Microwaves in Climate Change,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+remote profiler,high,PECAN,Multi/None,yes,https://ieeexplore.ieee.org/ielx7/9171629/9206027/10167661.pdf,,13,article,
doi:10.5194/acp-23-183-2023,10.5194/acp-23-183-2023,https://openalex.org/W4313558776,"Measurement report: Atmospheric new particle formation at a peri-urban site in Lille, northern France",2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,high,Multi/None,Multi/None,yes,https://acp.copernicus.org/articles/23/183/2023/acp-23-183-2023.pdf,,5,article,
doi:10.1175/mwr-d-23-0069.1,10.1175/mwr-d-23-0069.1,https://openalex.org/W4386636739,Measurements and Model Improvement: Insight into NWP Model Error Using Doppler Lidar and Other WFIP2 Measurement Systems,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/journals/mwre/151/12/MWR-D-23-0069.1.pdf,,9,article,
doi:10.1175/mwr-d-22-0324.1,10.1175/mwr-d-22-0324.1,https://openalex.org/W4387614641,Meteorological Research Enabled by Rapid-Scan Radar Technology,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://doi.org/10.1175/mwr-d-22-0324.1,https://journals.ametsoc.org/downloadpdf/view/journals/mwre/152/1/MWR-D-22-0324.1.pdf,4,article,
doi:10.1007/s10546-023-00790-5,10.1007/s10546-023-00790-5,https://openalex.org/W4327744668,Midday Boundary-Layer Collapse in the Altiplano Desert: The Combined Effect of Advection and Subsidence,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://link.springer.com/content/pdf/10.1007/s10546-023-00790-5.pdf,,6,article,
doi:10.5194/wes-8-515-2023,10.5194/wes-8-515-2023,https://openalex.org/W4365145477,Multi-point in situ measurements of turbulent flow in a wind turbine wake and inflow with a fleet of uncrewed aerial systems,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,Multi/None,yes,https://wes.copernicus.org/articles/8/515/2023/wes-8-515-2023.pdf,,9,article,
doi:10.1088/1742-6596/2505/1/012012,10.1088/1742-6596/2505/1/012012,https://openalex.org/W4381569501,Multi-scale modeling of a wind turbine wake in complex terrain,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:Perdigão+Doppler lidar,high,Perdigão,Perdigão,no,https://iopscience.iop.org/article/10.1088/1742-6596/2505/1/012012/pdf,,1,article,
doi:10.1002/we.2827,10.1002/we.2827,https://openalex.org/W4377103391,"New insights on wind turbine wakes from large‐eddy simulation: Wake contraction, dual nature, and temperature effects",2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/we.2827,,14,article,
doi:10.54302/mausam.v74i4.3527,10.54302/mausam.v74i4.3527,https://openalex.org/W4387305018,Observation and numerical simulation of dust devils at the Hong Kong International Airport in sea breeze situation,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,Multi/None,yes,https://mausamjournal.imd.gov.in/index.php/MAUSAM/article/download/3527/5667,,0,article,
doi:10.1029/2022gl102578,10.1029/2022gl102578,https://openalex.org/W4377047354,Observational Investigation of the Effect of Turbulence on Microphysics and Precipitation in Warm Marine Boundary Layer Clouds,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2022GL102578,,3,article,
doi:10.1029/2022jd037425,10.1029/2022jd037425,https://openalex.org/W4361213007,Observations of Offshore Internal Boundary Layers,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2022JD037425,,17,article,
doi:10.1039/d2ea00101b,10.1039/d2ea00101b,https://openalex.org/W4313592818,Observations of coastal dynamics during lake breeze at a shoreline impacted by high ozone,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://pubs.rsc.org/en/content/articlepdf/2023/ea/d2ea00101b,,9,article,
doi:10.5194/acp-23-2315-2023,10.5194/acp-23-2315-2023,https://openalex.org/W4321215197,Pandemic restrictions in 2020 highlight the significance of non-road NO <sub> <i>x</i> </sub> sources in central London,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:CHEESEHEAD+Doppler lidar,high,CHEESEHEAD,Multi/None,yes,https://acp.copernicus.org/articles/23/2315/2023/acp-23-2315-2023.pdf,,6,article,
doi:10.1127/metz/2023/1122,10.1127/metz/2023/1122,https://openalex.org/W4385489624,Performance of large-eddy simulations for capturing low-level wind shear at the Hong Kong International Airport for a whole wind-shear (spring) season,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,medium,Multi/None,Multi/None,yes,https://doi.org/10.1127/metz/2023/1122,https://content5.schweizerbart.de//thumbnail/papers/102991.pdf/1000.jpg,4,article,
doi:10.5194/amt-16-2263-2023,10.5194/amt-16-2263-2023,https://openalex.org/W4367180390,Pseudorandom modulation continuous-wave narrowband sodium temperature and wind lidar,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,high,Multi/None,Multi/None,yes,https://amt.copernicus.org/articles/16/2263/2023/amt-16-2263-2023.pdf,,1,article,
doi:10.1002/we.2858,10.1002/we.2858,https://openalex.org/W4385380232,Real‐time rotor effective wind speed estimation based on actuator disc theory: Design and full‐scale experimental validation,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,medium,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/we.2858,,7,article,
doi:10.1029/2022rg000796,10.1029/2022rg000796,https://openalex.org/W4367837504,Reducing Aerosol Forcing Uncertainty by Combining Models With Satellite and Within‐The‐Atmosphere Observations: A Three‐Way Street,2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:EPIC+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.1029/2022rg000796,https://elib.dlr.de/195688/1/Reviews%20of%20Geophysics%20-%202023%20-%20Kahn%20-%20Reducing%20Aerosol%20Forcing%20Uncertainty%20by%20Combining%20Models%20With%20Satellite%20and.pdf,56,article,
doi:10.3390/atmos14050901,10.3390/atmos14050901,https://openalex.org/W4377241815,"Remote Polar Boundary Layer Wind Profiling Using an All-Fiber Pulsed Coherent Doppler Lidar at Zhongshan Station, Antarctica",2023,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:SCALES+Doppler lidar,high,Multi/None,Multi/None,yes,https://www.mdpi.com/2073-4433/14/5/901/pdf?version=1684733980,,4,article,
